"T_id","K_id","No","Shave1","Shave2","Chip","Holder","NorzR","Note"
521,114,6,"内径","油溝","1巾","32H",0.50,"京セラ　KIGBAR4032-22"
522,126,1,"外径","ｽﾃ","□",,0.80,"逆付け"
523,126,2,"ＦＣＤ",,,"59φ",,
524,126,3,"外径","荒","□",,0.80,
525,126,4,"内径","荒","□△","40H",0.80,
526,126,5,"内径","面仕","△","40H",0.40,"ﾎﾞﾛﾝ"
527,126,6,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ"
528,127,1,"外径","荒","□",,0.80,
529,127,2,"内径","仕","□◇","40H",0.40,"ﾎﾞﾛﾝ"
530,127,3,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ   角度付きﾊﾞｲﾄ使用"
531,127,4,"内径","溝","4巾","32H",,"ｺﾏﾄ"
532,135,1,"ＣＤ",,,"4φ",,
533,135,2,"Ｄ",,,"18φ",,
534,135,3,"外径","荒","□",,0.80,
535,135,4,"内径","仕","△","12Ｈ",0.40,
536,135,5,"外径","仕","◇",,0.80,
537,135,6,"ｽﾃｯｷ",,"4巾",,,
538,136,1,"ＣＤ",,,"4φ",,
539,136,2,"Ｄ",,,"18φ",,
540,136,3,"内径","仕","△","12H",0.40,
541,136,4,"外径","仕","◇",,0.80,
542,153,1,"ＦＣＤ",,,"59φ",,
543,153,2,"外径","荒","□",,0.80,
544,153,3,"内径","荒","□","40H",0.80,
545,153,4,"外径","仕","◇",,0.40,"角度付バイト"
546,153,5,"内径","仕","◇","40Ｈ",0.40,"角度付バイト　チップ、タンガロイNS530"
547,154,1,"外径","荒","□",,0.80,
548,154,2,"内径","荒","□","40H",0.80,
549,154,3,"外径","溝荒","5.1巾",,,"ミルコーナー"
550,154,4,"外径","仕","◇",,0.40,"角度付バイト"
551,154,5,"内径","仕","◇","40Ｈ",0.40,"角度付バイト　チップ、タンガロイNS530"
552,154,6,"外径","溝仕","4巾",,0.50,"京セラ"
553,154,7,"奥端面","仕","4巾",,0.50,"京セラ　14.8Ｌの面削るＬ58.2の公差"
554,154,,,,,,,"出す為　チップのサンプル有り　"
555,155,1,"ＦＣＤ",,,"59φ",,
556,155,2,"外径","荒","□",,0.80,
557,155,3,"内径","荒","□","40H",0.80,
558,155,4,"外径","仕","◇",,0.40,"角度付バイト"
559,155,5,"内径","仕","◇","40H",0.40,"角度付バイト　チップ、タンガロイNS530"
560,156,1,"外径","荒","□",,0.80,
561,156,2,"内径","荒","□","40H",0.80,
562,156,3,"外径","溝荒","5.1",,,"ミルコーナー"
563,156,4,"外径","仕","◇",,0.40,"角度付バイト"
564,156,5,"内径","仕","◇","40H",0.40,"角度付バイト"
565,156,6,"外径","溝仕","4巾",,0.50,"京セラ"
566,156,7,"奥端面","仕","4巾",,0.50,"京セラ　チップおろすサンプルチップ有"
567,156,,,,,,,"14.8Ｌの面削るＬ58.2の公差出す為"
568,138,1,"外径","荒","□",,0.80,
569,138,2,"ＣＤ",,,"12H",,
570,138,3,"Ｄ",,,"17φ",,
571,138,4,"外径","仕","◇",,0.40,
572,138,5,"内径","仕","△","12H",0.40,
573,138,6,"Ｄ",,,"10φ",,
574,130,1,"ＦＣＤ",,,"φ59",,
575,130,2,"外径","荒","□",,0.80,
576,130,3,"内径","荒","□","40H",0.80,
577,130,,,,,,,
578,131,1,"外径","荒","□",,0.80,
579,131,2,"内径","荒","□","40H",0.80,
580,131,3,"内径","仕","◇△","40H",0.40,"ﾎﾞﾛﾝ"
581,131,4,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ 角度付バイト"
582,131,5,"内径","溝","4巾","50H",,"ｺﾏﾄ"
583,131,6,"内径","端溝","5巾",,,"京セラ  KFMSR2525M-5  180～235用"
584,131,7,"内径","端溝","6巾","32H",,"ｲｽｶﾙ逆転用"
585,132,1,"外径","荒","□",,0.80,
586,132,2,"内径","荒","□","40H",0.80,
587,132,3,"内径","仕","◇△","40H",0.40,"ﾎﾞﾛﾝ"
588,132,4,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ 角度付バイト"
589,132,5,"外径","端面仕","4.5巾",,,"京セラSFR1501C φ200仕上"
590,152,1,"外径","荒","□",,0.80,
591,152,2,"ＣＤ",,"90°","12Ｈ",,"イワタ"
592,152,3,"Ｄ",,,"26.5～27φ",,
593,152,4,"外径","仕","◇",,0.40,
594,152,5,"内径","荒","△","ＳＦ20H",0.40,
595,152,6,"Ｄ",,,"10φ",,
596,106,1,"外径","荒","□",,0.80,
597,106,2,"ＣＤ",,"90°","12Ｈ",,"イワタＳＰ"
598,106,3,"Ｄ",,,"5.1φ",,
599,106,4,"外径","仕","◇",,0.40,
600,106,5,"タップ",,"M6P1.0",,,
601,106,,,,,,,
602,107,1,"外径","荒","□",,0.80,
603,107,2,"外径","仕","◇",,0.40,"厚み±0.02にそろえる事"
604,107,3,"外径","ヌスミ","◇",,0.40,"補正2カ所　11番側補正Ｚ+0.1戻す"
605,107,,,,,,,"バイト27°なので8°振って35°にする"
606,147,1,"外径","荒","□",,0.80,
607,147,2,"内径","荒","△","40H",0.80,
608,147,3,"内径","面仕","△","40H",0.40,"ﾎﾞﾛﾝ"
609,147,4,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ"
610,148,1,"端面","荒","□",,0.80,
611,148,2,"内径","荒","△","40H",0.80,
612,148,3,"内径","仕","△","40H",0.40,"ﾎﾞﾛﾝ"
613,148,4,"端面","仕","◇",,0.80,"ﾎﾞﾛﾝ"
614,145,1,"ＦＣＤ",,,"39φ",,
615,145,2,"外径","荒","□",,0.80,
616,145,3,"内径","荒","△","32H",0.80,
617,145,4,"内径","仕","△","32H",0.40,
618,145,5,"外径","仕","◇",,0.40,
619,145,6,"外径","溝","2巾",,0.20,"サーメット"
620,146,1,"ＦＣＤ",,,"39φ",,
621,146,2,"外径","荒","□",,0.80,
622,146,3,"内径","荒","△","32H",0.80,
623,146,4,"内径","仕","△","32H",0.40,
624,146,5,"外径","仕","◇",,0.40,
625,146,6,"外径","溝","2巾",,0.20,"　サーメット"
626,146,7,"外径スプライン","溝","3巾",,0.40,"タンガロイ"
627,133,1,"ＦＣＤ",,,"59φ",,
628,133,2,"外径","荒","□",,0.80,
629,133,3,"内径","荒","□△","40H",0.80,
630,133,4,"内径","仕","△","40H",0.40,
631,133,5,"外径","仕","◇",,0.40,"角度付きバイト"
632,134,1,"外径","荒","□",,0.80,
633,134,2,"内径","面仕","△","40H",0.40,
634,134,3,"外径","仕","◇",,0.40,"角度付きバイト"
635,124,1,"外径","荒","□",,0.80,
636,124,2,"ＣＤ",,"90°","12H",,"ＳＰイワタ"
637,124,3,"Ｄ",,,"8.2φ",,
638,124,4,"外径","仕","◇",,0.40,
639,124,5,"外径","溝","2.5巾",,0.20,"サーメット　　Oﾘﾝｸﾞ公差0～+0.25"
640,124,6,"外径","ヌスミ","◇",,0.40,
641,125,1,"外径","荒","□",,0.80,
642,125,2,"ＣＤ",,"90°","12Ｈ",,"1Ｃ面取り"
643,125,3,"Ｄ",,,"5.2φ",,
644,125,4,"外径","仕","◇",,0.40,
645,122,1,"外径","荒","□",,0.80,
646,122,2,"内径","荒","□","40H",0.80,
647,122,3,"内径","仕","△","40H",0.40,
648,122,4,"外径","仕","◇",,0.40,
649,123,1,"外径","荒","□",,0.80,
650,123,2,"内径","荒","□","40H",0.80,
651,123,3,"内径","溝","4巾","32Ｈ",0.30,"コマト"
652,123,4,"内径","仕","△","40Ｈ",0.40,
653,123,5,"外径","仕","◇",,0.40,
654,123,6,"外径","溝","4巾",,0.40,"タンガロイ"
655,157,1,"ＦＣＤ",,,"Φ59",,
656,157,2,"外径","荒","□",,0.80,
657,157,3,"内径","荒","△","32～40H",0.80,
658,157,4,"内径","仕","△","32～40H",0.40,
659,157,5,"外径","仕","◇",,0.40,
660,158,1,"外径","荒","□",,0.80,
661,158,2,"内径","仕","△","32～40H",0.40,
662,158,3,"外径","仕","◇",,0.40,
663,159,1,"外径","仕","◇",,0.40,
664,143,1,"ＦＣＤ",,,"Φ59",,
665,143,2,"外径","荒","□",,0.80,
666,143,3,"内径","荒","△","20H",0.80,
667,143,4,"内径","仕","△","20H",0.40,
668,143,5,"外径","仕","◇",,0.40,
669,143,,,,,,,
670,144,1,"外径","荒","□",,0.80,
671,144,2,"内径","面仕","△","20H",0.40,
672,144,3,"外径","仕","◇",,0.40,
673,163,1,"外径","荒","□",,0.80,
674,163,2,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ"
675,163,3,"ＣＤ",,,"Φ3.0",,
676,164,1,"外径","荒","□",,0.80,
677,164,2,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ"
678,164,3,"外径","溝","3.5巾",,,"ｻ-ﾒッﾄ"
679,164,4,"端面","溝","3.5巾",,,"SFR701C"
680,164,5,"ＣＤ",,,"Φ3.0",,
681,162,1,"外径","荒","□",,0.80,
682,162,2,"ＣＤ",,"90°","12H",,"イワタ"
683,162,3,"Ｄ",,,"33φ",,
684,162,4,"Ｄ",,,"10φ",,
685,162,5,"外径","仕","◇",,0.40,
686,162,6,"内径","仕","△","20～25H",0.40,
687,128,1,"ＦＣＤ",,,"φ39",,
688,128,2,"外径","荒",,,0.80,"ステ加工"
689,128,,,,,,,
690,128,3,"外径","荒","□",,0.80,
691,128,4,"内径","荒","△","25～32H",0.80,
692,128,5,"内径","仕","△","25～32H",0.40,"φ41仕上"
693,128,6,"外径","仕","◇",,0.40,"角度付バイト"
694,129,1,"外径","荒","□",,0.80,
695,129,2,"内径","面仕","△","25～32H",0.40,
696,129,3,"内径","溝","2巾","32Ｈ",1.00,"京セラ　KIGBAR4032－2の先端おろしてるバイト"
697,129,4,"外径","ヌスミ","◇",,0.80,
698,129,5,"外径","仕","◇",,0.40,"角度付きバイトφ47.2"
699,177,1,"ＦＣＤ",,,"49φ",,
700,177,2,"外径","荒","□◇",,0.80,
701,177,3,"内径","荒","△","32H",0.80,"M00 キリコ出し"
702,177,4,"内径","仕","◇△","40H",0.40,
703,177,5,"外径","仕","◇",,0.40,"PDJNR使用"
704,179,1,"外径","荒","□◇",,0.80,"PDJNR使用"
705,179,2,"外径","仕","◇",,0.40,"◎角度付ダメ　PDJNR使用"
706,179,3,"外径","溝","1巾",,,"サーメット　タンガロイ"
707,179,4,"外径","ネジ","Ｐ2.0",,,
708,149,1,"ＦＣＤ",,,"59φ",,"177L"
709,149,2,"外径","荒","□",,0.80,
710,149,3,"内径","荒","□","40Ｈ",0.80,
711,150,1,"外径","荒","□",,0.80,
712,150,2,"内径","荒","□","40H",0.80,
713,150,3,"内径","仕","◇","40H",0.40,"角度付バイト"
714,150,4,"外径","仕","◇",,0.40,"角度付バイト"
715,151,1,"外径","荒","□",,0.80,
716,151,2,"内径","荒","□","40H",0.80,
717,151,3,"内径","仕","◇","40H",0.40,"φ89.7"
718,151,4,"外径","仕","◇",,0.40,"角度付バイト　　厚み18.1Ｌ"
719,165,1,"ＦＣＤ",,,"59φ",,
720,165,2,"外径","荒","□",,0.80,
721,165,3,"内径","荒","△","32～40H",0.80,
722,165,4,"内径","仕","△","32～40H",0.40,
723,165,5,"外径","仕","◇",,0.40,
724,166,1,"外径","荒","□",,0.80,
725,166,2,"内径","仕","△","32～40H",0.40,"補正2カ所"
726,166,3,"外径","仕","◇",,0.40,
727,167,1,"外径","仕","◇",,0.40,
728,175,0,"外径","ｽﾃ","□",,0.80,"M00逆付け"
729,175,1,"ＦＣＤ",,,"Φ59",,
730,175,2,"外径","荒","□",,0.80,
731,175,3,"内径","荒","□","40H",0.80,
732,175,4,"内径","仕","△","40H",0.40,
733,175,5,"外径","仕","◇",,0.40,
734,175,6,"外径","ヌスミ","◇",,0.80,
735,176,1,"外径","荒","□",,0.80,
736,176,2,"内径","面荒","□","40H",0.80,
737,176,3,"内径","仕","△","40H",0.40,
738,176,4,"外径","仕","◇",,0.40,
739,176,5,"外径","R溝","2巾",,1.00,"ｻﾝﾄﾞﾋﾞッｸ"
740,176,6,"外径","斜め溝","2.5巾",,,"ｻ-ﾒッﾄ2.5巾を26.6°研ぐ"
741,176,7,"端面","溝","4.5巾",,,"京セラSFR1001C"
742,174,1,"外径","荒","□",,0.80,
743,174,2,"ＣＤ",,,"12Ｈ",,"イワタ"
744,174,3,"Ｄ",,,"20.5～21φ",,
745,174,4,"Ｄ",,,"10φ",,
746,174,5,"外径","仕","◇",,0.40,
747,174,6,"内径","仕","△","16H",0.40,
748,168,1,"ＦＣＤ",,,"59φ",,
749,168,2,"マジックＤ",,,"26φ",,
750,168,3,"外径","荒","□",,0.80,
751,168,4,"内径","荒","◇","32Ｈ",0.80,"三菱　Ｍ00キリコ出し"
752,168,5,"内径","仕","◇","32Ｈ",0.40,"三菱"
753,168,6,"外径","仕","◇",,0.40,"角度付バイト"
754,169,1,"外径","荒","□",,0.80,
755,169,2,"内径","荒","□△","20Ｈ",0.80,
756,169,3,"内径","溝","4巾","32Ｈ",,"京セラ GIVR2532-1C"
757,169,4,"内径","仕","△","20Ｈ",0.40,
758,169,5,"外径","仕","◇",,0.40,"角度付バイト"
759,185,1,"ＦＣＤ",,,"59φ",,
760,185,2,"外径","荒","□",,0.80,
761,185,3,"内径","荒","◇","25H",0.80,"三菱"
762,185,4,"内径","荒","□","40H",0.80,
763,185,5,"内径","仕","◇","40H",0.40,"ﾎﾞﾛﾝ  (菱形の方がいい)"
764,185,6,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ"
765,186,1,"外径","荒","□",,0.80,
766,186,2,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ"
767,183,1,"外径","ｽﾃ","□",,0.80,
768,183,2,"ＦＣＤ",,,"50φ",,
769,183,3,"外径","荒","□",,0.80,
770,183,4,"内径","荒","△","32H",0.80,
771,183,5,"内径","仕","△","32H",0.40,
772,183,6,"外径","仕","◇",,0.40,
773,184,1,"外径","荒","□",,0.80,
774,184,2,"内径","荒","△","32H",0.80,
775,184,3,"内径","仕","△","32H",0.40,
776,184,4,"外径","仕","◇",,0.40,
777,172,1,"外径","荒","□",,0.80,"M00～逆付け"
778,172,2,"ＦＣＤ",,,"59φ",,
779,172,3,"外径","荒","□",,0.80,
780,172,4,"内径","荒","□","40H",0.80,
781,172,5,"内径","面仕","◇","40Ｈ",0.40,"角度付バイト"
782,173,1,"外径","荒","□",,0.80,
783,173,2,"内径","荒","□△","40H",0.80,
784,173,3,"内径","仕","△","40H",0.40,
785,173,4,"外径","仕","◇",,0.40,"角度付バイト"
786,173,5,"内径","ネジ",,"32H",,"M100P=2"
787,196,1,"外径","荒","□",,0.80,
788,196,2,"ＣＤ",,,"12H",,"イワタ"
789,196,3,"Ｄ",,,"17φ",,
790,196,4,"Ｄ",,,"10φ",,"ロングドリル"
791,196,5,"外径","仕","◇",,0.40,
792,196,6,"内径","仕","△",,0.40,
793,188,1,"外径","荒","□",,0.80,
794,188,2,"ＣＤ",,,"12H",,"イワタ"
795,188,3,"Ｄ",,,"13φ",,
796,188,4,"外径","仕","◇",,0.40,
797,188,5,"内径","仕","△","超硬10Ｈ",0.40,
798,188,6,"Ｄ",,,"8φ",,"ロングドリル"
799,189,1,"ＦＣＤ",,,"39φ",,
800,189,2,"外径","荒","□",,0.80,
801,189,3,"内径","荒","□△","32H",0.80,"M00～切粉出し"
802,189,4,"内径","仕","◇△","32H",0.40,
803,189,5,"外径","仕","◇",,0.40,
804,189,6,"外径","溝","2巾",,,
805,190,1,"ＦＣＤ",,,"39φ",,
806,190,2,"外径","荒","□",,0.80,
807,190,3,"内径","荒","□△","32H",0.80,
808,190,4,"内径","仕","◇△","32H",0.40,
809,190,5,"外径","仕","◇",,0.40,
810,190,6,"外径","溝","２巾",,,
811,140,1,"ＦＣＤ",,,"54φ",,
812,140,2,"外径","荒","□",,0.80,
813,140,3,"内径","荒","□","40H",0.80,"M00逆付け"
814,140,4,"外径","荒","□",,0.80,
815,140,5,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ"
816,141,1,"外径","荒","□",,0.80,
817,141,2,"内径","荒","△","40Ｈ",0.80,"◎□チップはダメ"
818,141,3,"内径","溝","4巾","40～50H",0.30,"コマト　　50Ｈの方が良い"
819,141,4,"内径","仕","◇","40Ｈ",0.40,"ﾎﾞﾛﾝ"
820,141,5,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ"
821,142,1,"外径","荒","□",,0.80,
822,142,2,"内径","荒","□△","40H",0.80,
823,142,3,"端面","溝","4巾",,,"京セラ　ＧＦＶＲ2525Ｍ-1502"
824,142,4,"内径","仕","◇","40Ｈ",0.40,"ﾎﾞﾛﾝ"
825,142,5,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ"
826,182,1,"外径","荒","□",,0.80,
827,182,2,"ＣＤ",,,"12H",,"イワタ"
828,182,3,"Ｄ",,,"9.5～10φ",,
829,182,4,"外径","仕","◇",,0.40,
830,182,5,"内径","仕","△","超硬8H",0.40,
831,182,6,"Ｄ",,,"6φ",,"ロングドリル"
832,115,1,"引っ張出し",,,,,
833,115,2,"ＦＣＤ",,,"24.5φ",,
834,115,3,"外径","荒","□",,0.80,
835,115,4,"内径","仕","△","20H",0.40,
836,115,5,"外径","仕","◇",,0.40,
837,115,6,"ｽﾃｯｷ",,"3巾",,,
838,139,1,"内径","面仕","△","20H",0.40,
839,139,2,"端面","仕","△",,0.80,
840,170,1,"外径","荒","□",,0.80,
841,170,2,"外径","仕","◇",,0.40,"外径11.7φ"
842,170,3,"外径","ヌスミ","◇",,0.40,
843,170,4,"ＣＤ",,,"2φ",,
844,171,1,"外径","荒","□",,0.80,
845,171,2,"外径","仕","◇",,0.40,"外径16.55φ　厚み15.02～15.05Ｌ"
846,171,3,"外径","ヌスミ","◇",,0.40,
847,171,4,"ＣＤ",,,"2φ",,
848,199,1,"外径","荒","□",,0.80,
849,199,2,"ＣＤ",,,"12H",,"イワタ"
850,199,3,"Ｄ",,,"20.5～21φ",,
851,199,4,"Ｄ",,,"10φ",,"ロングドリル"
852,199,5,"外径","仕","◇",,0.40,
853,199,6,"内径","仕","△","12～ＳＦ16Ｈ",0.40,
854,187,1,"内径","荒","□△","32～40H",0.80,
855,187,2,"内径","仕","△","32～40H",0.40,
856,180,1,"ＦＣＤ",,,"44φ",,
857,180,2,"外径","荒","□",,0.80,
858,180,3,"内径","荒","□△","25～32H",0.80,
859,180,4,"内径","仕","◇△","25～32H",0.40,
860,180,5,"外径","仕","◇",,0.40,
861,181,1,"外径","荒","□",,0.80,
862,181,2,"内径","荒","□△","25～32H",0.80,
863,181,3,"内径","仕","◇△","25～32H",0.40,
864,181,4,"外径","溝","2巾",,0.20,"サーメット"
865,181,5,"外径","仕","◇",,0.40,"角度付き又はヌスミバイト"
866,181,,,,,,,
867,197,1,"ＦＣＤ",,,"59φ",,
868,197,2,"外径","荒","□",,0.80,
869,197,3,"内径","荒","□","40H",0.80,"M00 キリコ出し"
870,197,4,"内径","仕","◇△","40H",0.40,
871,197,5,"外径","仕","◇",,0.40,"角度付バイト"
872,197,6,"外径","溝","2巾",,0.20,"京セラ
サ-メット"
873,198,1,"ＦＣＤ",,,"59φ",,
874,198,2,"外径","荒","□",,0.80,
875,198,3,"内径","荒","□","40Ｈ",0.80,"M00　キリコ出し"
876,198,4,"内径","仕","◇△","40Ｈ",0.40,
877,198,5,"外径","仕","◇",,0.40,"角度付バイト"
878,198,6,"外径","溝","2巾",,0.20,"京セラ
サ-メット"
879,200,1,"外径","荒","□",,0.80,
880,200,2,"ＣＤ",,"45°","φ12",,"SP12ｲﾜﾀ"
881,200,3,"Ｄ",,,"φ5.1",,
882,200,4,"外径","仕","◇",,0.40,
883,200,5,"タップ",,"M6P1.0","32H",,
884,201,1,"外径","荒","□",,0.80,
885,201,2,"外径","仕","◇",,0.40,
886,201,3,"外径","ヌスミ","◇",,0.40,"ﾊﾞｲﾄ取り付け8°振る事"
887,202,1,"ＣＤ",,,"12Ｈ",,"イワタ"
888,202,2,"Ｄ",,,"９．５φ",,
889,202,3,"外径","荒","□",,0.80,
890,202,4,"内径","仕","△","超硬8H",0.40,
891,202,5,"外径","仕","◇",,0.80,
892,202,6,"ｽﾃｯｷ",,"4巾",,,
893,203,1,"ＣＤ",,,"12Ｈ",,"イワタ"
894,203,2,"カムＤ",,,"15.6φ",,"イスカル"
895,203,3,"内径","荒","△","超硬10Ｈ",0.40,"φ15.9ねらい"
896,203,4,"内径","仕","△","超硬10H～12H",0.40,"長いスリーブ使用"
897,203,5,"外径","仕","◇",,0.80,
898,213,1,"外径","荒","□",,0.80,
899,213,2,"ＣＤ",,,,,"イワタ"
900,213,3,"カムＤ",,,"14φ",,
901,213,4,"ＣＤ",,,"４φ",,"ロング"
902,213,5,"カムＤ",,,"１１．５φ",,
903,213,6,"内径","仕","△","超硬10Ｈ",0.40,
904,213,7,"外径","仕","◇",,0.80,
905,214,1,"外径","荒","□",,0.80,
906,214,2,"ＣＤ",,,,,"イワタ"
907,214,3,"カムＤ",,,"11.5φ",,
909,214,4,"内径","仕","△","超硬10Ｈ",0.40,
910,221,1,"外径","荒","□",,0.80,"Ｍ00　逆付け"
911,221,2,"ＦＣＤ",,,"59φ",,
912,221,3,"外径","荒","□",,0.80,
913,221,4,"内径","荒","□","40H",0.80,
914,221,5,"内径","仕","◇","40Ｈ",0.40,"ﾎﾞﾛﾝ"
915,222,1,"外径","荒","□",,0.80,
916,222,2,"内径","面仕","◇","40H",0.40,"ﾎﾞﾛﾝ"
917,222,3,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ　角度付バイト"
918,219,1,"ＦＣＤ",,,"59φ",,
919,219,2,"外径","荒","□",,0.80,
920,219,3,"内径","荒","□△","32～40H",0.80,
921,219,4,"内径","仕","△","32～40H",0.40,"ﾎﾞﾛﾝ"
922,219,5,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ"
923,220,1,"外径","荒","□",,,
924,220,2,"内径","荒","□△","32～40H",0.80,
925,220,3,"内径","仕","△","32～40H",0.40,"ﾎﾞﾛﾝ"
926,220,4,"外径","仕","◇",,0.40,"ﾎﾞﾛﾝ　　55°角度付バイト"
927,207,1,"外径","荒","□",,0.80,
928,207,2,"ＣＤ",,,"12H",,"イワタ"
929,207,3,"Ｄ",,,"26～26.5φ",,
930,207,4,"外径","仕","◇",,0.40,
931,207,5,"内径","仕","△","ＳＦ20Ｈ",0.40,
932,207,6,"Ｄ",,,"10φ",,
933,205,1,"ＦＣＤ",,,"39φ",,
934,205,2,"外径","荒","□",,0.80,
935,205,3,"内径","荒","◇","25H",0.40,"M00～切粉出し"
936,205,4,"内径","仕","△","32Ｈ",0.40,
937,205,5,"外径","仕","◇",,0.40,
938,205,6,"外径","溝","2巾",,,
939,206,1,"ＦＣＤ",,,"39φ",,
940,206,2,"外径","荒","□",,0.80,
941,206,3,"内径","荒","◇","25H",0.40,
942,206,4,"内径","仕","△","32H",0.40,
943,206,5,"外径","仕","◇",,0.40,
944,206,6,"外径","溝","2巾",,,
945,206,7,"スプライン","溝","4巾",,0.24,"イスカル　TGTR2525-4"
946,204,1,"外径","荒","□",,0.80,
947,204,2,"ＣＤ",,,"12H",,"イワタ"
948,204,3,"Ｄ",,,"33φ",,
949,204,4,"Ｄ",,,"10φ",,
950,204,5,"外径","仕","◇",,0.40,
951,204,6,"内径","仕","△","25H",0.40,
952,194,1,"ＦＣＤ",,,"φ33",,
953,194,2,"外径","荒","□",,0.80,
954,194,3,"内径","荒","□△","25H",0.80,
955,194,4,"内径","仕","△","25H",0.40,
956,194,5,"外径","仕","◇",,0.40,
957,195,1,"外径","荒","□",,0.80,
958,195,2,"内径","荒","□","25H",0.80,
959,195,3,"内径","仕","△","25H",0.40,"φ50.08ねらい"
960,195,4,"外径","ヌスミ","◇",,0.80,
961,195,5,"外径","仕","◇",,0.40,"端面取代0.1 φ55.2ねらい"
962,229,1,"端面","荒","□",,0.80,
963,229,2,"内径","荒","□","40H",0.80,
964,230,1,"外径","荒","□",,0.80,
965,230,2,"内径","荒","□","40H",0.80,
966,230,3,"内径","面仕","△","40H",0.40,
967,230,4,"外径","仕","◇",,0.40,
968,231,1,"外径","荒","□",,0.80,
969,231,2,"内径","荒","□","40H",0.80,
970,231,3,"内径","仕","△","40H",0.40,
971,231,4,"内径","ヌスミ","◇","32H",0.40,"三菱"
972,231,5,"外径","荒","◇",,0.40,
973,191,1,"外径","荒","□",,0.80,"M00逆付け
逆付け"
974,191,2,"ＦＣＤ",,,"68φ",,
975,191,3,"外径","荒","□",,0.80,
976,191,4,"内径","荒","□","40～50Ｈ",0.80,
977,192,1,"外径","荒","□",,0.80,
978,192,2,"内径","荒","□","40～50H",0.80,
979,192,3,"内径","面仕","△","40H",0.40,
980,192,4,"外径","仕","◇",,0.40,
981,193,1,"内径","荒","□","40～50Ｈ",0.80,
982,208,1,"端面","荒","□",,0.80,
983,208,2,"内径","溝","4巾","50H",,"コマト"
984,208,3,"内径","溝","5巾","40H",,"京セラ"
985,208,4,"内径","仕","△",,0.40,
986,208,5,"端面","仕","◇",,0.40,
987,232,1,"外径","荒","□",,0.80,
988,232,2,"ＣＤ",,,"12H",,"イワタ"
989,232,3,"カムＤ",,,"φ18.7",,
990,232,4,"内径","荒","△","12Ｈ",0.80,
991,232,5,"内径","仕","△","12Ｈ",0.40,"長いスリーブ使用 京セラ　K12P-STUPR09-14 チップはPV90"
992,232,6,"外径","仕","◇",,0.40,
993,232,7,"外径","溝","2巾",,,
994,232,8,"ｽﾃｯｷ",,"4巾",,,
995,233,1,"外径","荒",,,0.80,
996,233,2,"外径","仕","◇",,0.40,"角度付バイト"
