"T_id","K_id","No","Shave1","Shave2","Chip","Holder","NorzR","Note"
18166,4663,2,"外径","荒","□",,0.80,
18167,4663,3,"ＣＤ",,,"12H",,"イワタツ-ル"
18168,4663,4,"Ｄ",,,"5φ　",,"ニュ-ベビ-チャック使用"
18169,4663,5,"外径","仕","◇",,0.40,"角度付バイト"
18170,4664,1,"ＦＣＤ",,,"59φ",,
18171,4664,2,"外径","荒","□",,0.80,
18172,4664,3,"内径","荒","◇","25H",0.80,"三菱
M00～切粉出し"
18173,4664,4,"ＣＤ",,,"12H",,"イワタツ-ル
面取り"
18174,4664,5,"内径","仕","◇","25H",0.20,"三菱　φ71の所はφ70.8仕上
チップはイスカル"
18175,4664,6,"外径","仕","◇",,0.40,"角度付バイト　φ92.5仕上
M00～切粉出し"
18176,4664,7,"タップ",,"M6=P1","32H",,
18177,4665,1,"ＦＣＤ",,,"33φ",,
18178,4665,2,"外径","荒","□",,0.80,
18179,4665,3,"内径","荒","□","25H",0.80,
18180,4665,4,"内径","仕","△","25H",0.40,
18181,4665,5,"外径","仕","◇",,0.40,"角度付バイト"
18182,4666,1,"ＦＣＤ",,,"33φ",,
18183,4666,2,"外径","荒","□",,0.80,
18184,4666,3,"内径","荒","□","25H",0.80,
18185,4666,4,"内径","仕","△","25H",0.40,
18186,4666,5,"外径","仕","◇",,0.40,"角度付バイト"
18187,4667,1,"ＦＣＤ",,,"36φ",,
18188,4667,2,"外径","荒","□",,0.80,
18189,4667,3,"内径","荒","△","25H",0.80,
18190,4667,,"サブ",,,,,
18191,4667,1,"外径","荒","□",,0.80,
18192,4667,2,"内径","荒","△","25H",0.80,
18193,4667,3,"内径","仕","△","25H",0.40,"φ38.38ネライ"
18194,4667,4,"端面","溝","4.5巾",,0.40,"京セラ　SFR-501C"
18195,4667,5,"外径","仕","◇",,0.40,"角度付バイト"
18196,4667,6,"ｽﾃｯｷ","3巾",,,,
18197,4668,1,"ＦＣＤ",,,"24φ",,
18198,4668,2,"外径","荒","□",,0.80,"M00～逆付け"
18199,4668,3,"外径","荒","□",,0.80,
18200,4668,4,"内径","荒","△","20H",0.80,
18201,4668,5,"内径","仕","◇","16H",0.40,"住友
φ24.6仕上"
18202,4668,6,"外径","仕","◇",,0.40,"角度付バイト"
18203,4669,1,"外径","荒","□",,0.80,
18204,4669,2,"内径","荒","□","20H",0.80,
18205,4669,3,"内径","仕","◇","16H",0.40,"住友 φ29.65仕上"
18206,4669,4,"外径","仕","◇",,0.40,"角度付バイト　φ32.35仕上"
18207,4672,1,"ＦＣＤ",,,"18φ",,
18208,4672,2,"外径","荒","□",,0.80,"M00～逆付け
ステン用"
18209,4672,3,"外径","荒","□",,0.80,
18210,4672,4,"内径","荒","□","12H",0.80,"京セラ　S12M-SCLPR09-16E"
18211,4672,5,"内径","仕","◇","12H",0.40,"サ-メット
住友"
18212,4672,6,"外径","溝","1.5巾",,0.20,"サ-メット"
18213,4672,7,"内径","ネジ","M24=P1.0","16H",,
18214,4672,8,"外径","仕","◇",,0.40,"角度付バイト
ステン用"
18215,4673,1,"外径","荒","□",,0.80,"ステン用"
18216,4673,2,"内径","面仕","◇","12H",0.40,"住友"
18217,4673,3,"外径","仕","◇",,0.40,"角度付バイト
ステン用"
18218,4670,1,"ＦＣＤ",,,"41φ",,
18219,4670,2,"外径","荒","□",,0.80,"ステン用チップ"
18220,4670,3,"内径","荒","□","25～32H",0.80,"ステン用チップ"
18221,4670,4,"内径","仕","◇","32Ｈ",0.40,"S32U-SVUBR16又は、住友　ステン用チップ"
18222,4670,5,"外径","仕","◇",,0.40,"成形35°バイト　ステン用チップ"
18223,4670,6,"ｽﾃｯｷ",,"3巾",,,"京セラ　ステン用チップ"
18224,4666,6,"ｽﾃｯｷ","4巾",,,,
18225,4665,6,"ｽﾃｯｷ","4巾",,,,
18226,4674,1,"端面","荒","□",,0.80,
18227,4674,2,"内径","荒","□","25H",0.80,
18228,4674,3,"内径","仕","△","25H",0.40,"0.2取代が付いている"
18229,4674,4,"端面","仕","◇",,0.40,"角度付バイト"
18230,4675,1,"端面","荒","□",,0.80,
18231,4675,2,"内径","荒","□","25H",0.80,
18232,4675,3,"内径","仕","△","25H",0.40,"0.2取代が付いている"
18233,4675,4,"端面","仕","◇",,0.40,"角度付バイト"
18234,4676,1,"内径","仕","△","25H",0.40,
18235,4676,2,"端面","面仕","◇",,0.40,"角度付バイト"
18236,4677,1,"内径","仕","△","25H",0.40,
18237,4677,2,"端面","面仕","◇",,0.40,"角度付バイト"
18238,4678,1,"外径","荒","□",,0.80,"M00～逆付け"
18239,4678,2,"外径","荒","□",,0.80,
18240,4678,3,"ＣＤ",,,"4φ",,
18241,4678,4,"Ｄ",,,"7.5φ",,"ニュ-ベビ-チャック使用"
18242,4678,5,"内径","荒","△","12H",0.40,"モリトク　5φ
Ｍ00～切粉出し"
18243,4678,6,"内径","仕","△","6H",0.40,"超硬
φ8のみ仕上"
18244,4678,7,"外径","仕","◇",,0.40,"角度付バイト"
18245,4679,1,"ＦＣＤ",,,"31φ",,
18246,4679,2,"外径","荒","□",,0.80,
18247,4679,3,"内径","荒","□","10H",0.80,"京セラ　S10M-SCLPR08-12E
M00～切粉出し"
18248,4679,4,"内径","仕","◇","12H",0.40,"住友　φ33のみ仕上
M00～切粉出し"
18249,4679,5,"内径","面仕","△","6H",0.40,"超硬"
18250,4679,6,"外径","仕","◇",,0.40,"角度付バイト"
18251,4680,1,"外径","荒","□",,0.80,"ステン用チップ"
18252,4680,2,"ＣＤ",,,"3φ",,
18253,4680,3,"カムＤ",,,"15.6φ",,
18254,4680,4,"内径","荒","△","12Ｈ",0.80,"◎ノーズＲ0.8　面仕上がり"
18255,4680,5,"外径","仕","◇",,0.40,"角度付バイト　ステン用チップ"
18256,4681,1,"ＦＣＤ",,,"44φ",,
18257,4681,2,"外径","荒","□",,0.80,"ステン用チップ"
18258,4681,3,"内径","荒","□","超硬16Ｈ",0.80,"ステン用チップ　Ｍ00"
18259,4681,4,"内径","仕","◇","25Ｈ",0.40,"三菱　先端下したバイト　ステン用チップ"
18260,4681,5,"内径","仕","△","超硬12Ｈ",0.40,"ステン用チップ　φ17部"
18261,4681,6,"外径","仕","◇",,0.40,"角度付バイト　ステン用チップ"
18262,4682,1,"外径","荒","□",,0.80,"ステン用チップ"
18263,4682,2,"外径","仕","◇",,0.40,"角度付バイト　ステン用チップ"
18264,4683,1,"外径","荒","□",,0.80,"ステン用チップ"
18265,4683,2,"ＣＤ",,,"3φ",,
18266,4683,3,"Ｄ",,,"5.2φ",,
18267,4683,4,"内径","仕",,"4φ",0.05,"京セラ　チップバー"
18268,4683,5,"外径","仕","◇",,0.40,"角度付バイト　ステン用チップ　Ｍ00"
18269,4683,6,"タップ",,"Ｍ6Ｐ1.0","32Ｈ",,
18270,4684,,,,,"L3-1",,
18271,4684,1,"ｽﾃｯｷ",,"4巾",,,"イスカル　長さ調整型"
18272,4684,,,,,,,
18273,4684,,,,,"L3-2",,
18274,4684,1,"外径","荒","□",,0.80,"ステン用チップ"
18275,4684,2,"外径","仕","◇",,0.40,"角度付バイト　ステン用チップ"
18276,4685,1,"ＦＣＤ",,,"59φ",,
18277,4685,2,"外径","荒","□",,0.80,"M00～逆付け"
18278,4685,3,"外径","荒","□",,0.80,
18279,4685,4,"内径","荒","□","32～40H",0.80,
18280,4685,5,"内径","仕","◇","32～40H",0.40,"角度付バイト"
18281,4685,6,"外径","仕","◇",,0.40,"φ109.7仕上
角度付バイト"
18282,4686,1,"外径","荒","□",,0.80,
18283,4686,2,"内径","荒","□","32～40H",0.80,
18284,4686,3,"内径","仕","◇","32～40H",0.40,"角度付バイト"
18285,4686,4,"外径","仕","◇",,0.40,"角度付バイト"
18286,4687,1,"ＦＣＤ",,,"25φ",,
18287,4687,2,"外径","荒","□",,0.80,
18288,4687,3,"内径","仕","△","20H",0.40,"φ26.65仕上"
18289,4687,4,"外径","仕","◇",,0.40,"角度付バイト"
18290,4688,1,"Ｄ",,,"50φ",,"OSG"
18291,4688,2,"外径","荒","□",,0.80,
18292,4688,3,"内径","荒","□","32H",0.80,
18293,4688,4,"内径","荒","△","SF25H",0.80,
18294,4688,5,"内径","仕","◇","32～40H",0.40,"角度付バイト
φ93.25仕上"
18295,4688,6,"内径","仕","△","SF25H",0.40,"φ33仕上"
18296,4688,7,"外径","仕","◇",,0.40,"角度付バイト"
18297,4688,,,,,,,
18298,4689,1,"タップ",,"M30=P3.5","50H",,
18299,4693,1,"ＦＣＤ",,,"59φ",,
18300,4693,2,"外径","荒","□",,0.80,"M00～逆付け"
18301,4693,3,"外径","荒","□",,0.80,
18302,4693,4,"内径","荒","□","32～40H",0.80,
18303,4693,5,"内径","仕","◇","32～40H",0.40,"角度付バイト"
18304,4693,6,"外径","仕","◇",,0.40,"φ89.7仕上
角度付バイト"
18305,4694,1,"外径","荒","□",,0.80,
18306,4694,2,"内径","荒","□","32～40H",0.80,
18307,4694,3,"内径","仕","◇","32～40H",0.40,"角度付バイト"
18308,4694,4,"外径","仕","◇",,0.40,"角度付バイト"
18309,4697,1,"内径","仕","◇△","32～40H",0.40,"サーメット"
18310,4697,2,"外径","仕","◇",,0.40,"0.8Ｒでも可　サ-メット
角度付バイト 東芝NS520を使用"
18311,4690,1,"ＦＣＤ",,,"39φ",,
18312,4690,2,"外径","荒","□",,0.80,
18313,4690,3,"内径","荒","△","32H SF",0.80,
18314,4690,4,"内径","荒","□","32H",0.80,
18315,4690,5,"内径","仕","◇","25～32H",0.40,
18316,4690,6,"外径","仕","◇",,0.80,
18317,4691,1,"ＦＣＤ",,,"39φ",,
18318,4691,2,"外径","荒","□",,0.80,
18319,4691,3,"内径","荒","△","32H　ＳＦ",0.80,
18320,4691,4,"内径","仕","△","32H　ＳＦ",0.40,
18321,4691,5,"外径","仕","◇",,0.80,
18322,4692,1,"外径","荒","□",,0.80,
18323,4692,2,"外径","仕","◇",,0.80,
18324,4692,3,"外径","溝","1巾",,,"サーメット"
18325,4692,4,"外径","ネジ","Ｐ2.0",,,
18326,4695,1,"ＦＣＤ",,,"21.5φ",,
18327,4695,2,"ＣＤ",,,"16φ",,"イワタ"
18328,4695,3,"Ｄ",,,"10.5φ",,
18329,4695,4,"外径","荒","□",,0.80,"ステン用チップ"
18330,4695,5,"内径","荒","□","超硬12Ｈ",0.80,"ステン用チップ"
18331,4695,6,"内径","仕","◇","12Ｈ",0.40,
18332,4695,7,"内径","仕","△","超硬8Ｈ",0.40,"φ11部"
18333,4695,8,"外径","仕","◇",,0.40,"角度付バイト　ステン用チップ"
18334,4696,1,"ＦＣＤ",,,"36φ",,
18335,4696,2,"外径","荒","□",,0.80,"ステン用チップ"
18336,4696,3,"内径","荒","□","超硬12H",0.80,"ステン用チップ"
18337,4696,4,"内径","奥面仕",,"20φ",,"イワタ"
18338,4696,5,"内径","仕","□","超硬16Ｈ",0.40,"ステン用チップ"
18339,4696,6,"外径","仕","◇",,0.40,"角度付バイト　ステン用チップ"
18340,4698,1,"ＦＣＤ",,,"24.5φ",,
18341,4698,2,"外径","荒","□",,0.80,"M00～逆付け"
18342,4698,3,"外径","荒","□",,0.80,
18343,4698,4,"内径","荒","△","20H",0.80,"M00～切粉出し"
18344,4698,5,"内径","仕","◇","20H",0.40,"住友"
18345,4698,6,"外径","仕","◇",,0.40,"角度付バイト
114φ仕上"
18346,4699,1,"外径","荒","□",,0.80,
18347,4699,2,"内径","荒","□","25H",0.80,"M00～切粉出し"
18348,4699,3,"内径","仕","◇","20H",0.40,"住友"
18349,4699,4,"外径","仕","◇",,0.40,"角度付バイト"
18350,4700,1,"外径","荒","□",,0.80,
18351,4700,2,"内径","荒","□","25H",0.80,
18352,4700,3,"内径","仕","◇","20H",0.40,"住友"
18353,4700,4,"外径","仕","◇",,0.40,"角度付バイト"
18354,4703,1,"ＦＣＤ",,,"19φ",,
18355,4703,2,"外径","荒","□",,0.80,"M00～逆付け"
18356,4703,3,"外径","荒","□",,0.80,
18357,4703,4,"内径","荒","□","10H",0.80,"京セラ　S10M-SCLPR08-12E"
18358,4703,5,"内径","仕","◇","16H",0.40,"住友"
18359,4703,6,"外径","溝","2巾",,0.20,"サ-メット"
18360,4703,7,"外径","仕","◇",,0.20,"イスカル　SVXCR2525M-16"
18361,4704,1,"ＦＣＤ",,,"59φ",,
18362,4704,2,"ＦＣＤ",,,"27φ",,"トライゴン　3倍"
18363,4704,3,"外径","荒","□",,0.80,
18364,4704,4,"内径","荒","△","SF20H",0.80,"M00～切粉出し"
18365,4704,5,"内径","仕","◇","16H",0.40,"住友
0.2取代を付けている"
18366,4704,6,"外径","仕","◇",,0.20,"イスカル　SVXCR2525M-16"
18367,4705,1,"外径","荒","□",,0.80,
18368,4705,2,"内径","荒","△","超硬16Ｈ",0.40,"◎ノーズＲ0.4　　Ｍ00キリコ出し"
18369,4705,3,"外径","溝","1.5巾",,,"サーメット"
18370,4705,4,"内径","仕","△","超硬16Ｈ",0.40,"M00"
18371,4705,5,"内径","面仕","△","ＳＦ20Ｈ",0.40,"30°部、バリ、カエリはダメ"
18372,4705,6,"外径","仕","◇",,0.40,"◎角度付バイトはダメ。角度なし使用"
18373,4705,7,"外径","ラセン溝","◇",,0.40,"工程6と同じバイト　Ｍ00キリコ取"
18374,4705,8,"外径","ネジ","Ｍ45Ｐ1.5",,,
18375,4705,9,"ｽﾃｯｷ",,"4巾",,,"加工後、ノコで切る"
18376,4706,1,"ＦＣＤ",,,"36φ",,
18377,4706,2,"端面","荒","□",,0.80,
18378,4706,3,"内径","荒","△","SF25H",0.80,"途中Ｍ00　終わりＭ00　2回"
18379,4706,4,"内径","面仕","△","超硬16Ｈ",0.40,
18380,4706,5,"内径","仕","△","超硬20Ｈ",0.40,
18381,4706,6,"外径","仕","◇",,0.40,
18382,4707,1,"外径","荒","□",,0.80,"M00～逆付け"
18383,4707,2,"ＦＣＤ",,,"19φ",,
18384,4707,3,"外径","荒","□",,0.80,
18385,4707,4,"ＣＤ",,,"3φ",,"ニュ-ベビ-チャック使用"
18386,4707,5,"Ｄ",,,"5.5φ",,"ニュ-ベビ-チャック使用"
18387,4707,6,"内径","荒","△","12H",0.40,"モリトク　5φ φ6部は5.8φ仕上
チップはPR930　M00～切粉出し"
18388,4707,7,"内径","仕","△","6H",0.40,"超硬
チップはPR930"
18389,4707,8,"外径","仕","◇",,0.40,"角度付バイト"
18390,4708,1,"外径","荒","□",,0.80,
18391,4708,2,"ＣＤ",,,"3φ",,"ニュ-ベビ-チャック使用"
18392,4708,3,"Ｄ",,,"9.5φ",,"ニュ-ベビ-チャック使用"
18393,4708,4,"内径","荒","△","12H",0.40,"モリトク　5φ
M00～切粉出し"
18394,4708,5,"外径","溝","1巾",,0.20,
18395,4708,6,"内径","仕","△","6H",0.40,"超硬
φ9.8仕上"
18396,4708,7,"外径","仕","◇",,0.40,"角度付バイト
φ14.2仕上"
18397,4709,1,"外径","荒","□",,0.80,"M00 逆付け"
18398,4709,2,"外径","荒","□",,0.80,
18399,4709,3,"中抜き",,"6巾",,,"イスカル　100～180用"
18400,4710,1,"外径","荒","□",,0.80,
18401,4710,2,"内径","面荒","□","40H",0.80,
18402,4710,3,"内径","面仕","◇","40H",0.40,
18403,4710,4,"外径","仕","◇",,0.40,"角度付バイト"
18404,4711,1,"外径","荒","□",,0.80,
18405,4711,2,"内径","荒","□","40H",0.80,
18406,4711,3,"端面","溝荒","8巾",,,"京セラ　ＫＦＭＳＲ2525Ｍ　155510-8"
18407,4711,4,"端面","溝荒","4.5巾",,,"京セラ　ＳＦＲ1501Ｃ　超硬チップ"
18408,4711,5,"端面","溝仕","4.5巾",,,"京セラ　ＳＦＲ1501Ｃ　サーメット"
18409,4711,6,"端面","ヌスミ","◇","32H",0.40,"三菱　逆付け逆転　φ203部"
18410,4711,7,"内径","仕","◇","40H",0.40,
18411,3711,3,"内面","バリ取","◇","32Ｈ",0.40,"35°住友かサンドビッグ　　Ｃ面取できるバイト　"
18412,3711,4,"ネジ","サラエ",,,,"工程2と同じバイト"
18413,1164,5,"内径","カエリ取","◇","25Ｈ",0.80,"サンドビック"
18414,1164,6,"内径","ネジ",,,,"N4と同じ"
18415,4715,1,"外径","荒","□",,0.80,"ステン用チップ"
18416,4715,2,"外径","仕","◇",,0.40,"ステン用チップ　　角度付バイト"
18417,4716,1,"ＣＤ",,,"4φ",,
18418,4716,2,"カムＤ",,,"21φ",,
18419,4716,3,"外径","荒","□",,0.80,"ステン用チップ"
18420,4716,4,"内径","荒","□","16H",0.80,"ステン用チップ"
18421,4716,5,"内径","仕","□","超硬16Ｈ",0.40,"ステン用チップ"
18422,4716,6,"外径","仕","◇",,0.40,"ステン用チップ　　角度付バイト"
18423,4717,1,"ＣＤ",,,"4φ",,
18424,4717,2,"カムＤ",,,"14φ",,
18425,4717,3,"外径","荒","□",,0.80,"ステン用チップ"
18426,4717,4,"内径","荒","△","12Ｈ",0.80,
18427,4717,5,"内径","仕","△","超硬12Ｈ",0.40,"ステン用チップ"
18428,4717,6,"外径","仕","◇",,0.40,"ステン用チップ　角度付バイト"
18429,4717,,,,,,,
18430,4718,1,"外径","荒","◇",,0.80,"□チップはダメ"
18431,4718,2,"内径","仕","△","超硬12Ｈ",0.40,"ステン用チップ"
18432,4718,3,"外径","仕","◇",,0.40,"角度付バイト　ステン用チップ"
18433,4719,1,"ＦＣＤ",,,"59φ",,
18434,4719,2,"ＦＣＤ",,,"29φ",,
18435,4719,3,"外径","荒","□",,0.80,"ステン用チップ"
18436,4719,4,"内径","荒","□","32Ｈ",0.80,"ステン用チップ"
18437,4720,1,"外径","荒","□",,0.80,"ステン用チップ"
18438,4720,2,"内径","荒","□","25H",0.80,"ステン用チップ"
18439,4720,3,"内径","仕","◇","25H",0.40,"ステン用チップ"
18440,4720,4,"外径","仕","◇",,0.40,"ステン用チップ  角度付バイト"
18441,4721,1,"外径","荒","□",,0.80,"ステン用チップ"
18442,4721,2,"内径","荒","□","25H",0.80,"ステン用チップ"
18443,4721,3,"内径","仕","◇","25H",0.40,"ステン用チップ"
18444,4721,4,"外径","仕","◇",,0.40,"ステン用チップ  角度付バイト"
18445,4712,1,"ＦＣＤ",,,"27φ",,
18446,4712,2,"外径","荒","□",,0.80,
18447,4712,3,"内径","荒","□","25H",0.80,
18448,4713,1,"外径","荒","□",,0.80,"M00 キリコ取る"
18449,4713,2,"内径","荒","□","25H",0.80,
18450,4713,3,"端面","溝荒","8巾",,,"京セラ　ＫＦＭＳＲ2525Ｍ105160-8"
18451,4713,4,"端面","溝仕","4.5巾",,,"京セラ　ＳＦＲ701Ｃ　サーメットチップ使用"
18452,4713,5,"内径","仕","◇","20Ｈ",0.40,"住友　φ108部このバイトで仕上"
18453,4713,6,"外径","仕","◇",,0.40,"角度付バイト"
18454,4714,1,"外径","荒","□",,0.80,
18455,4714,2,"内径","荒","□","25H",0.80,
18456,4714,3,"端面","溝荒","8巾",,,"京セラ　ＫＦＭＳＲ2525Ｍ105160-8"
18457,4714,4,"端面","溝荒","6巾","32Ｈ",,"イスカル　ＨＦＩＬ-32ＭＣ　逆付け、逆転"
18458,4714,5,"端面","溝仕","5巾",,,"京セラ　ＫＦＭＳＬ2525Ｍ5075-5逆付、逆転"
18459,4714,6,"内径","溝","4巾","32Ｈ",,"京セラ　ＧＩＶＲ4032-2"
18460,4714,7,"内径","仕","◇","25Ｈ",0.40,
18461,4714,8,"外径","仕","◇",,0.40,"角度付バイト"
18462,4722,1,"ＦＣＤ",,,"27φ",,
18463,4722,2,"外径","荒","□",,0.80,
18464,4722,3,"内径","荒","□△","20H",0.80,
18465,4722,4,"内径","仕","◇","20H",0.40,"住友"
18466,4722,5,"外径","仕","◇",,0.40,"角度付バイト"
18467,4723,1,"外径","荒","□",,0.80,
18468,4723,2,"内径","荒","□△","20H",0.80,
18469,4723,3,"内径","溝","3巾","32Ｈ",,"京セラ　ＧＩＶＲ2532-1Ｃ"
18470,4723,4,"内径","仕","◇","20Ｈ",0.40,
18471,4723,5,"外径","仕","◇",,0.40,"角度付バイト"
18472,4724,1,"外径","荒","□",,0.80,"ステン用チップ"
18473,4724,2,"内径","荒","□","16H",0.80,"ステン用チップ"
18474,4724,3,"内径","仕","□","超硬16Ｈ",0.40,"ステン用チップ"
18475,4724,4,"外径","仕","◇",,0.40,"ステン用チップ"
18476,4728,1,"外径","荒","□",,0.80,"M00～逆付け"
18477,4728,2,"ＦＣＤ",,,"34φ",,
18478,4728,3,"外径","荒","□",,0.80,
18479,4728,4,"内径","荒","◇","16H",0.40,"三菱"
18480,4728,5,"内径","仕","◇","12H",0.40,"住友"
18481,4728,6,"外径","仕","◇",,0.40,"角度付バイト"
18482,4729,1,"ＦＣＤ",,,"17φ",,
18483,4729,2,"外径","荒","□",,0.80,
18484,4729,3,"内径","仕","◇","12H",0.40,"住友
φ17.8仕上"
18485,4729,4,"外径","仕","◇",,0.40,"角度付バイト"
18486,4730,1,"端面","荒","□",,0.80,
18487,4730,2,"内径","荒","◇","16H",0.40,"三菱"
18488,4730,3,"端面","溝","6巾","32H",0.40,"イスカル　HFIL-32MC
逆転、バイトを逆に付ける事　M00～切粉出し"
18489,4730,4,"内径","仕","◇","12H",0.40,"住友　
φ31.8仕上"
18490,4730,5,"端面","仕","◇",,0.40,"角度付バイト"
18491,4725,1,"外径","荒","□",,0.80,"M00 逆付け"
18492,4725,2,"ＦＣＤ",,,"59φ",,
18493,4725,3,"外径","荒","□",,0.80,
18494,4725,4,"内径","荒","□","40Ｈ",0.80,
18495,4726,1,"外径","荒","□",,0.80,
18496,4726,2,"内径","荒","□","40H",0.80,
18497,4726,3,"内径","仕","◇","40H",0.40,"φ72.03～72.04ネライ"
18498,4726,4,"外径","仕","◇",,0.40,"角度付バイト"
18499,4727,1,"外径","荒","□",,0.80,
18500,4727,2,"内径","荒","□","40H",0.80,
18501,4727,3,"内径","仕","◇","40H",0.40,
18502,4727,4,"外径","仕","◇",,0.40,"角度付バイト"
18503,4731,1,"ＦＣＤ",,,"25φ",,
18504,4731,2,"外径","荒","□",,0.80,"M00～逆付け"
18505,4731,3,"外径","荒","□",,0.80,
18506,4731,4,"内径","荒","△","SF25H",0.80,
18507,4731,5,"内径","仕","◇","16H",0.40,"住友"
18508,4731,6,"外径","仕","◇",,0.20,"イスカル
SVXCR2525M-16"
18509,4732,1,"外径","荒","□",,0.80,
18510,4732,2,"内径","仕","◇","16H",0.40,"住友"
18511,4732,3,"外径","仕","◇",,0.20,"イスカル"
18512,4733,1,"ＦＣＤ",,,"44φ",,
18513,4733,2,"外径","荒","□",,0.80,
18514,4733,3,"内径","荒","□","32H",0.80,
18515,4733,4,"内径","仕","◇","32H",0.40,"角度付バイト
φ49.05ネライ"
18516,4733,5,"外径","仕","◇",,0.40,"角度付バイト
φ61.93ネライ"
18517,4733,6,"ｽﾃｯｷ","3巾",,,,"ハリガネ付ける事"
18518,4734,1,"ＦＣＤ",,,"39φ",,
18519,4734,2,"外径","荒","□",,0.80,"ステン用"
18520,4734,3,"内径","荒","◇","25H",0.80,"三菱
芯だしする事"
18521,4734,4,"端面","溝","4巾",,0.25,"京セラKFMSR2525-M 2535-4"
18522,4734,5,"内径","仕","◇","25H",0.40,"三菱
芯だしする事　ステン用"
18523,4734,6,"外径","仕","◇",,0.40,"角度付バイト　φ68仕上
チップはケナメタル"
18524,4735,1,"ＦＣＤ",,,"31φ",,
18525,4735,2,"外径","荒","□",,0.80,"ステン用"
18526,4735,3,"内径","荒","◇","16H",0.40,"三菱　チップは京セラPR1025
芯だしする事　裏削ってるバイト"
18527,4735,4,"端面","溝荒","6巾","32Ｈ",0.40,"イスカル　HFIL-32MC
逆転、逆付"
18528,4735,5,"端面","溝仕","4巾",,0.25,"京セラ　KFMSR2525M 2535-4"
18529,4735,6,"内径","仕","◇","12H",0.40,"住友　チップは京セラPR1025
芯だしする事"
18530,4735,7,"外径","仕","◇",,0.40,"角度付バイト　φ37.8仕上
チップはケナメタル"
18531,4738,1,"外径","荒","□",,0.80,"ステン用"
18532,4738,2,"外径","仕","◇",,0.40,"角度付バイト　
チップはケナメタル"
18533,4739,1,"外径","荒","□",,0.80,
18534,4739,2,"ＣＤ",,,"4φ",,
18535,4739,3,"Ｄ",,,"9.6φ",,
18536,4739,4,"外径","溝","2巾",,0.20,"京セラ
サ-メット"
18537,4739,5,"内径","仕","△","8H",0.40,"超硬
チップは三菱　UTＩ20T"
18538,4739,6,"外径","仕","◇",,0.40,"角度付バイト"
18539,4739,7,"ｽﾃｯｷ",,"3巾",,,
18540,4740,1,"外径","荒","□",,0.80,
18541,4740,2,"内径","面仕","△","8H",0.40,"超硬"
18542,4740,3,"外径","仕","◇",,0.40,"角度付バイト"
18543,4743,1,"外径","荒","□",,0.80,"ステン用チップ"
18544,4743,2,"外径","仕","◇",,0.40,"ステン用チップ　角度付バイト"
18545,4744,1,"ＦＣＤ",,,"59φ",,
18546,4744,2,"ＦＣＤ",,,"34φ",,
18547,4744,3,"外径","荒","□",,0.80,"ステン用チップ"
18548,4744,4,"内径","荒","□","32H",0.80,"ステン用チップ"
18549,4744,5,"内径","仕","◇","超硬12Ｈ",0.40,"φ37部　　"
18550,4744,6,"内径","仕","◇","32H",0.40,"ステン用チップ"
18551,4744,7,"外径","仕","◇",,0.40,"ステン用チップ  角度付バイト"
18552,4741,1,"外径","荒","□",,0.80,"M00～逆付け"
18553,4741,2,"外径","荒","□",,0.80,
18554,4741,3,"外径","仕","◇",,0.20,"イスカル
SVXCR2525M-16"
18555,4742,1,"ＦＣＤ",,,"36φ",,
18556,4742,2,"外径","荒","□",,0.80,
18557,4742,3,"ＣＤ",,,"4φ",,"ロング
ニュ-ベビ-チャック使用"
18558,4742,4,"Ｄ",,,"10.6φ",,"ニュ-ベビ-チャック使用"
18559,4742,5,"E.M",,,"10φ",,"φ11仕上　M00～切粉出し
深さ、深い所で43.57ネライ"
18560,4742,6,"内径","荒","◇","16H",0.40,"三菱
M00～切粉出し"
18561,4742,7,"外径","溝","2巾",,0.20,"サ-メット"
18562,4742,8,"内径","仕","◇","16H",0.20,"住友　M00～切粉出し
φ40以外は0.2取代を付けている"
18563,4742,9,"内径","仕","△","8H",0.40,"超硬
φ16.8仕上　深さ42.47ネライ"
18564,4742,10,"外径","仕","◇",,0.20,"イスカル
0.2取代を付けている"
18565,4745,1,"外径","荒","□",,0.80,"ステン用チップ"
18566,4745,2,"外径","仕","◇",,0.40,"ステン用チップ　角度付バイト"
18567,4746,1,"外径","荒","□",,0.80,"ステン用チップ"
18568,4746,2,"外径","仕","◇",,0.40,"ステン用チップ  角度付バイト"
18569,4747,1,"外径","荒","□",,0.80,"ステン用チップ"
18570,4747,2,"外径","仕","◇",,0.40,"ステン用チップ　　角度付バイト"
18571,4748,1,"ＦＣＤ",,,"59φ",,
18572,4748,2,"外径","荒","□",,0.80,"ステン用チップ"
18573,4748,3,"内径","荒","□","40H",0.80,"ステン用チップ"
18574,4748,4,"内径","仕","◇","25H",0.40,"ステン用チップ　　φ62部"
18575,4748,5,"内径","仕","◇","40H",0.40,"ステン用チップ"
18576,4748,6,"外径","仕","◇",,0.40,"ステン用チップ  角度付バイト"
18577,4749,1,"外径","荒","□",,0.80,"ステン用チップ"
18578,4749,2,"ＣＤ",,,"4φ",,
18579,4749,3,"カムＤ",,,"19.6φ",,
18580,4749,4,"内径","仕","□","超硬16Ｈ",0.80,"ＮＲ0.8"
18581,4749,5,"外径","仕","◇",,0.40,"ステン用チップ　角度付バイト"
18582,4749,6,"内径","ネジ","M24P3.0","16H",,"先端下したバイト"
18583,4750,1,"ＦＣＤ",,,"49φ",,
18584,4750,2,"外径","荒","◇",,0.80,"ステン用チップ 　◎チップ◇"
